Release Date,Movie Title,Production Budget,Domestic Gross,Worldwide Gross
11/14/1980,Raging Bull,18000000,23380203,23380513
9/18/2009,Love Happens,18000000,22965110,36133014
9/25/2009,Fame,18000000,22455510,80227619
4/28/2017,The Circle,18000000,20497844,40651864
12/4/1985,Young Sherlock Holmes,18000000,19739000,19739000
11/5/2010,127 Hours,18000000,18335230,60217171
5/19/2000,Small Time Crooks,18000000,17266359,29934477
5/12/2000,Center Stage,18000000,17200925,21361109
1/14/2016,Norm of the North,18000000,17062499,30535660
2/6/2004,Catch That Kid,18000000,16703799,16959614
8/16/2013,Jobs,18000000,16131410,43402515
10/26/2001,Life as a House,18000000,15652637,23889158
1/8/2010,Youth in Revolt,18000000,15285588,19685588
7/10/2014,And So It Goes,18000000,15160801,17920013
7/10/2009,I Love You Beth Cooper,18000000,14800725,16382538
7/24/1981,Blow Out,18000000,13747234,13747988
3/30/2001,The Tailor of Panama,18000000,13491653,27491653
5/22/1981,The Legend of the Lone Ranger,18000000,13400000,13400000
1/31/2014,Labor Day,18000000,13371528,14189810
8/30/2013,Getaway,18000000,10501938,11813989
9/26/1997,The Ice Storm,18000000,8038061,16011975
10/15/2004,Being Julia,18000000,7739049,14451322
3/22/1989,Troop Beverly Hills,18000000,7190505,7190505
2/21/1986,Nine 1/2 Weeks,18000000,6734844,6734844
1/15/2010,The Last Station,18000000,6617867,15696146
6/26/1981,Dragonslayer,18000000,6000000,6000000
9/30/1994,Ed Wood,18000000,5828466,5828734
6/6/2008,Mongol,18000000,5705761,27147349
10/8/2008,RocknRolla,18000000,5700626,27794339
6/25/1982,Megaforce,18000000,5675599,5675599
8/20/2010,Mao's Last Dancer,18000000,4806750,25941437
12/25/1996,Hamlet,18000000,4501094,7129670
4/11/2014,The Railway Man,18000000,4438438,23910210
12/29/1995,Restoration,18000000,4100000,4100000
2/18/2016,Midnight Special,18000000,3712282,7680250
11/25/2016,Miss Sloane,18000000,3500605,7768259
9/27/2013,Metallica Through the Never,18000000,3419967,9082906
9/19/2003,Anything Else,18000000,3203044,13203044
2/23/1996,Unforgettable,18000000,2483790,2483790
1/27/2017,T2: Trainspotting,18000000,2402004,42137612
12/30/2009,Das Weisse Band: Eine deutsche Kindergeschichte,18000000,2222862,25727044
4/25/1986,8 Million Ways to Die,18000000,1305114,1305114
3/1/2013,Phantom,18000000,1034589,1199510
4/26/2002,The Salton Sea,18000000,676698,676698
4/24/2009,The Informers,18000000,315000,315000
9/24/1999,One Man's Hero,18000000,229311,229311
10/15/2010,Carlos,18000000,145526,1619153
9/22/2006,Renaissance,18000000,70644,2401413
7/9/2002,My Spy,18000000,0,6983461
,I Come with the Rain,18000000,0,627422
4/14/2016,I Am Wrath,18000000,0,309608
11/14/2014,Wolves,18000000,0,94953
4/8/2008,Day of the Dead,18000000,0,0
8/22/2014,The Prince,18000000,0,0
2/19/2016,Forsaken,18000000,0,0
6/28/1985,Red Sonja,17900000,6905861,6908640
12/19/2019,Baekdusan,17700000,372562,59505509
7/13/2012,Red Lights,17700000,49521,14518884
8/17/2007,Superbad,17500000,121463226,169955142
2/20/2009,Madea Goes To Jail,17500000,90508336,90508336
2/14/2008,Step Up 2 the Streets,17500000,58017783,148586910
1/13/2006,Hoodwinked,17500000,51386611,109843390
12/22/2004,Hotel Rwanda,17500000,23519128,36520451
8/25/2006,Beerfest,17500000,19185184,20159316
11/27/2013,Black Nativity,17500000,7018188,7454184
4/25/2003,City of Ghosts,17500000,325491,325491
,Taxi 4,17500000,0,60865364
2/22/2019,Hotel Mumbai,17300000,9619500,21132855
4/4/2018,A Quiet Place,17000000,188024361,334876670
8/10/2001,The Others,17000000,96522687,207765056
7/18/1986,Aliens,17000000,85160248,183300764
8/13/2014,Let’s Be Cops,17000000,82390774,136890774
10/17/1997,I Know What You Did Last Summer,17000000,72250091,125250091
10/22/2064,My Fair Lady,17000000,72000000,72071636
10/22/2004,Sideways,17000000,71502303,109726800
11/15/2013,The Best Man Holiday,17000000,70525195,72835710
2/13/2009,Friday the 13th,17000000,65002019,92670237
9/28/2012,Pitch Perfect,17000000,65001093,116044347
8/5/1998,Halloween: H2O,17000000,55041738,55041738
4/3/2013,Evil Dead,17000000,54239856,99041947
8/27/2004,Jet Li's Hero,17000000,53652140,177535958
10/29/2010,Saw 3D,17000000,45710178,133735284
2/20/2015,McFarland USA,17000000,44480275,45707924
11/1/2019,Harriet,17000000,43082155,43248374
11/11/2016,Almost Christmas,17000000,42065185,42493506
3/10/2006,The Hills Have Eyes,17000000,41778863,70355813
7/11/2019,Crawl,17000000,39014193,90007532
3/1/2002,40 Days and 40 Nights,17000000,37939782,95092667
10/10/2003,Good Boy!,17000000,37667746,45312217
1/26/2007,Smokin' Aces,17000000,35662731,57263440
10/2/1998,A Night at the Roxbury,17000000,30331165,30331165
3/4/2011,Beastly,17000000,27865571,38028230
3/5/2010,Brooklyn's Finest,17000000,27163593,39233233
7/9/1982,Tron,17000000,26918576,26919100
8/20/2010,Lottery Ticket,17000000,24719879,24719879
9/5/2003,Dickie Roberts: Former Child Star,17000000,22734486,23734486
3/31/2006,ATL,17000000,21170563,21170563
8/24/2001,Summer Catch,17000000,19693891,19693891
12/11/1998,A Simple Plan,17000000,16316273,16316273
3/24/2006,Larry the Cable Guy: Health Inspector,17000000,15680099,15680099
7/24/1987,Superman IV: The Quest for Peace,17000000,14522355,36700000
11/27/2002,They,17000000,12840842,16140842
10/1/1999,The Adventures of Elmo in Grouchland,17000000,11634458,11634458
5/29/2063,55 Days at Peking,17000000,10000000,10000000
6/5/2009,My Life in Ruins,17000000,8677425,20477425
4/21/2006,American Dreamz,17000000,7314027,16510971
1/25/2008,How She Move,17000000,7070641,8607815
2/24/2006,Running Scared,17000000,6855137,9729088
8/23/2012,The Apparition,17000000,4936819,10637281
4/30/2004,Bobby Jones: Stroke of Genius,17000000,2694071,2694071
8/29/1986,Shanghai Surprise,17000000,2315000,2315000
12/25/2010,L'illusionniste,17000000,2231474,8609949
1/1/1981,Roar,17000000,2110050,2110050
7/11/2003,Veronica Guerin,17000000,1569918,9438074
6/10/2016,Genius,17000000,1361045,7265283
3/15/2019,Nancy Drew and the Hidden Staircase,17000000,623088,624531
11/14/2007,Southland Tales,17000000,275380,364607
1/16/2015,Escobar: Paradise Lost,17000000,195792,3917679
2/6/2015,Mune le gardien de la lune,17000000,0,14534046
6/23/2009,Chasseurs de dragons,17000000,0,13446115
10/21/1977,Damnation Alley,17000000,0,0
3/10/2016,The Young Messiah,16800000,6469813,7313697
11/10/2006,FUR: An Imaginary Portrait of Diane Arbus,16800000,223202,2281089
11/27/1991,My Girl,16500000,58011485,58011485
12/11/1987,Wall Street,16500000,43848100,43848100
12/11/1995,Sense and Sensibility,16500000,42993774,134993774
8/18/2006,The Illusionist,16500000,39868642,83792062
8/3/2007,Becoming Jane,16500000,18663911,39380831
12/19/2003,House of Sand and Fog,16500000,13005485,16154786
9/21/2007,Sydney White,16500000,11892415,13636339
,Arn - Tempelriddaren,16500000,0,21404122
10/17/2018,Le Flic de Belleville,16500000,0,8126380
6/2/1989,Dead Poets Society,16400000,95860116,239500000
11/6/2017,Gatwick Gangsters,16066830,0,0
12/16/1994,Dumb & Dumber,16000000,127175374,246400000
7/14/1989,When Harry Met Sally…,16000000,92823546,92999400
5/19/2000,Road Trip,16000000,68525609,119739110
12/8/1982,The Verdict,16000000,53977250,53977250
1/15/1999,Varsity Blues,16000000,52894169,54294169
5/16/2012,Moonrise Kingdom,16000000,45512466,68848446
10/12/2011,The Artist,16000000,44667095,128256712
1/9/2009,The Unborn,16000000,42670410,78208812
8/2/2002,The Master of Disguise,16000000,40363530,40363530
10/6/2006,The Texas Chainsaw Massacre: The Beginning,16000000,39517763,50517763
11/30/2006,El Laberinto del Fauno,16000000,37634615,87041569
2/4/2011,The Roommate,16000000,37300107,52545707
2/2/2007,The Messengers,16000000,35374833,53774833
11/2/1984,The Killing Fields,16000000,34609720,34609720
3/2/2001,See Spot Run,16000000,33357476,43057552
8/9/1991,Double Impact,16000000,29090445,29090445
6/27/2001,Baby Boy,16000000,28734552,28734552
3/19/2021,Nobody,16000000,27268035,57210518
4/11/2001,Joe Dirt,16000000,27087695,30987695
9/12/2008,The Women,16000000,26902075,50103808
2/16/2007,Hot Fuzz,16000000,23618786,81742618
8/15/2008,Vicky Cristina Barcelona,16000000,23216709,104504817
5/3/2019,A Dog’s Journey,16000000,22782371,78870908
7/11/2019,Stuber,16000000,22370452,29634769
6/16/2000,Boys and Girls,16000000,21799652,21799652
6/13/2018,Superfly,16000000,20537137,20739323
11/18/1994,Léon,16000000,19284974,45284974
3/12/2010,Remember Me,16000000,19068240,56506120
10/11/2002,White Oleander,16000000,16357770,21657770
9/18/2009,Jennifer's Body,16000000,16204793,31943401
3/3/2000,Drowning Mona,16000000,15427192,15980376
1/30/1987,Radio Days,16000000,14792779,14792779
7/18/2003,How to Deal,16000000,14108518,14125516
10/3/2014,Left Behind,16000000,14019924,20769209
5/28/2004,Soul Plane,16000000,13922211,14553807
12/9/1988,My Stepmother Is an Alien,16000000,13854000,13854000
6/29/2012,People Like Us,16000000,12431792,12617472
5/28/1999,The Thirteenth Floor,16000000,11810854,11810854
9/3/2004,The Cookout,16000000,11540112,11540112
10/19/1979,Meteor,16000000,8400000,8400000
3/7/1986,Highlander,16000000,5900000,12900000
11/18/2016,Bleed for This,16000000,5083906,7171320
5/3/2002,Hollywood Ending,16000000,4839383,14839383
9/15/2000,Duets,16000000,4734235,6615452
8/13/1999,Detroit Rock City,16000000,4217115,5825314
10/19/2007,Things We Lost in the Fire,16000000,3287315,8120148
6/4/2014,The Homesman,16000000,2429989,8217571
3/27/2013,Trance,16000000,2322593,22594052
5/16/2014,The Immigrant,16000000,2013456,7585011
8/15/1997,Steel,16000000,1686429,1686429
12/21/2005,The White Countess,16000000,1669971,2814566
7/25/2008,Bienvenue chez les Ch'tis,16000000,1477650,247474497
7/15/2020,Ban-do,16000000,1224525,35077947
10/1/2014,Men Women and Children,16000000,705908,1685403
4/12/2019,Teen Spirit,16000000,441366,1573603
9/24/2010,Enter the Void,16000000,337997,1467278
12/31/2008,Good,16000000,31631,31631
11/2/2012,Vamps,16000000,3361,94812
5/11/2010,Haeundae,16000000,0,64733391
3/9/2010,Hachiko: A Dog’s Story,16000000,0,47707417
12/4/2013,Zulu,16000000,0,1844228
5/22/2020,The Lovebirds,16000000,0,0
9/28/2018,The Old Man and the Gun,15800000,11277120,16955673
10/16/2020,Kimetsu no Yaiba: Mugen Ressha-Hen,15765750,47700000,503063688
12/7/2018,Second Act,15700000,39282227,63288854
6/21/2002,Juwanna Mann,15600000,13571817,13771817
1/24/2020,The Personal History of David Copperfield,15600000,1876298,13211271
6/8/2007,La Môme,15500000,10299782,88611837
11/15/2002,Ararat,15500000,1693000,1757694
4/13/2007,Slow Burn,15500000,1237615,1237615
4/22/2005,Madison,15500000,517262,517262
2/26/2010,The Yellow Handkerchief,15500000,318623,318623
7/7/2021,Annette,15500000,0,3297276
5/1/2015,Far from the Madding Crowd,15495600,12236500,29729450
9/27/2002,Wasabi,15300000,81525,7000000
3/31/2006,Slither,15250000,7802450,12930343
11/16/1990,Home Alone,15000000,285761243,476684675
12/5/1984,Beverly Hills Cop,15000000,234760478,316300000
5/16/1986,Top Gun,15000000,180012912,357011945
12/17/1982,Tootsie,15000000,177200000,177200000
11/25/1987,3 Men and a Baby,15000000,167780960,167780960
11/26/2010,The King’s Speech,15000000,138797449,430061213
9/15/1999,American Beauty,15000000,130058047,356258047
12/8/2000,Crouching Tiger Hidden Dragon,15000000,128067808,213514672
12/9/1988,Twins,15000000,111936388,216600000
12/20/1996,Scream,15000000,103046663,173046663
8/2/2017,Annabelle: Creation,15000000,102092201,305384865
10/23/2013,Jackass Presents: Bad Grandpa,15000000,102003019,160903019
6/28/1978,Heaven Can Wait,15000000,98800000,98800000
12/18/1985,The Color Purple,15000000,94029472,94029472
11/14/2014,The Imitation Game,15000000,91125143,227328585
3/30/1988,Beetlejuice,15000000,73839613,74456266
11/18/2059,Ben-Hur,15000000,73000000,73259017
1/4/2016,10 Cloverfield Lane,15000000,72082999,108286422
1/17/2013,Mama,15000000,71628180,148095566
10/10/1980,Private Benjamin,15000000,69847348,69847348
3/7/1980,Coal Miner’s Daughter,15000000,67182787,67182787
3/6/1987,Lethal Weapon,15000000,65192350,120192350
3/19/2010,Diary of a Wimpy Kid,15000000,64003625,76954311
7/29/1983,National Lampoon’s Vacation,15000000,61400000,61400000
8/31/2007,Halloween,15000000,58269151,77514401
9/15/2006,The Queen,15000000,56441711,128885873
10/12/2007,Why Did I Get Married?,15000000,55204525,55934178
2/3/2012,The Woman in Black,15000000,54333290,128955898
12/21/1994,Little Women,15000000,50003303,50003303
1/1/1979,The Deer Hunter,15000000,50000000,50057795
8/9/2018,BlacKkKlansman,15000000,49275340,93411426
2/3/2006,When a Stranger Calls,15000000,47860214,67215435
2/8/2002,Big Fat Liar,15000000,47811275,52461017
8/15/1997,Cop Land,15000000,44906632,63706632
12/25/1997,Wag the Dog,15000000,43057470,64252038
2/21/2013,Snitch,15000000,42930462,57907734
5/2/2003,The Lizzie McGuire Movie,15000000,42734455,55534455
12/2/2015,Krampus,15000000,42725475,61788393
9/20/2012,End of Watch,15000000,41003371,57586606
12/25/1998,The Faculty,15000000,40283321,40283321
6/9/1993,What's Love Got to Do With It,15000000,39100956,39100956
12/14/2001,Not Another Teen Movie,15000000,37882551,62401343
12/3/2014,Wild,15000000,37880356,52460543
12/16/2062,Lawrence of Arabia,15000000,37495385,69995047
11/7/2014,The Theory of Everything,15000000,35893537,123327692
9/16/2011,Drive,15000000,35060689,81357930
3/31/2000,The Skulls,15000000,35007180,35007180
10/10/2066,Hawaii,15000000,34562222,34562222
11/23/2018,The Favourite,15000000,34366783,95872148
4/18/2003,Malibu's Most Wanted,15000000,34308901,34499204
9/4/2009,All About Steve,15000000,33862903,40127259
4/28/2000,Where the Heart Is,15000000,33771174,40862054
8/28/2009,Halloween 2,15000000,33392973,38512850
3/13/2009,The Last House on the Left,15000000,32752215,46526243
2/18/2005,Because of Winn-Dixie,15000000,32647042,33508485
8/12/2021,Don’t Breathe 2,15000000,32638038,47227560
2/4/2005,The Wedding Date,15000000,31726995,47175038
9/25/1987,The Princess Bride,15000000,30857000,31045750
7/12/2002,Halloween: Resurrection,15000000,30259652,37659652
12/25/2007,The Great Debaters,15000000,30226144,30261293
8/22/2014,When the Game Stands Tall,15000000,30127963,30138912
6/12/1981,Clash of the Titans,15000000,30000000,44400000
2/20/2004,Confessions of a Teenage Drama Queen,15000000,29331068,33118854
4/17/1998,The Object of my Affection,15000000,29145924,29145924
5/11/2007,28 Weeks Later,15000000,28638916,64232714
4/11/1997,Grosse Pointe Blank,15000000,28084357,31070412
4/21/2000,Love & Basketball,15000000,27441122,27709625
9/8/2017,Home Again,15000000,27020284,37336874
10/27/2000,Book of Shadows: Blair Witch 2,15000000,26421314,47721314
10/10/1997,Boogie Nights,15000000,26410771,43111725
7/23/2010,Ramona and Beezus,15000000,26167002,27469621
7/1/2021,Escape Room: Tournament of Champions,15000000,25188958,51788711
8/27/2014,The November Man,15000000,25018119,34820335
5/3/1996,The Craft,15000000,24769466,55669466
12/28/2005,Match Point,15000000,23089926,87950928
11/5/1993,The Remains of the Day,15000000,22954968,63954968
1/15/1993,Nowhere to Run,15000000,22189039,52189039
9/22/2000,Urban Legends: Final Cut,15000000,21468807,38574362
3/20/2013,The Place Beyond the Pines,15000000,21403519,47011449
10/20/2006,Flicka,15000000,21000147,21896367
3/23/2007,The Hills Have Eyes II,15000000,20804166,37466538
4/29/2016,Keanu,15000000,20591853,20688141
2/14/2020,The Photograph,15000000,20578185,20704381
12/22/2010,Country Strong,15000000,20218921,20601987
10/11/2002,Tuck Everlasting,15000000,19161999,19344615
10/13/2006,The Marine,15000000,18844784,22165608
7/24/1998,Disturbing Behavior,15000000,17507368,19014238
3/6/1998,The Big Lebowski,15000000,17498804,46189568
7/25/2014,A Most Wanted Man,15000000,17237855,36068890
6/26/2009,The Hurt Locker,15000000,17017811,49876984
1/28/2000,Eye of the Beholder,15000000,16500786,18260865
11/2/2012,The Man with the Iron Fists,15000000,15634090,22018988
5/11/1984,Firestarter,15000000,15136870,15136870
1/30/2019,Miss Bala,15000000,14998027,15364632
9/21/2012,Killing Them Softly,15000000,14945541,39238443
4/20/2001,Freddy Got Fingered,15000000,14249005,14249005
6/23/2011,One Day,15000000,13843771,59168692
6/25/2004,De-Lovely,15000000,13337299,18524496
10/2/2009,Whip It,15000000,13077184,18889972
1/11/2008,The Pirates Who Don't Do Anything: A VeggieTale…,15000000,12981269,13248444
1/23/2008,U2 3D,15000000,12898847,26170402
9/1/2000,Highlander: Endgame,15000000,12801190,12801190
11/25/2016,The Founder,15000000,12786053,24403192
8/25/2006,Idlewild,15000000,12669914,12669914
4/25/2003,Confidence,15000000,12212417,12970401
8/9/2019,Blinded by the Light,15000000,11901145,18144644
10/11/2002,Knockaround Guys,15000000,11660180,12419700
8/27/1999,The Muse,15000000,11614954,11614954
4/3/1998,Barney's Great Adventure,15000000,11156471,11156471
3/1/1989,New York Stories,15000000,10763469,10763469
11/25/1998,Home Fries,15000000,10513979,10513979
3/24/2000,Here on Earth,15000000,10494147,10845127
10/8/2004,Raise Your Voice,15000000,10411980,14811980
5/31/1985,Brazil,15000000,9929135,9934482
4/23/1993,The Dark Half,15000000,9579068,9579068
3/2/2007,Black Snake Moan,15000000,9396870,10951153
2/21/2003,Dark Blue,15000000,9237470,12262065
6/22/2007,A Mighty Heart,15000000,9176787,19153568
9/30/1983,Brainstorm,15000000,8921050,8921050
9/23/2016,Queen of Katwe,15000000,8874389,10055481
3/24/2000,Whatever it Takes,15000000,8735529,8735529
3/21/2003,Boat Trip,15000000,8586376,14933713
5/22/2002,The Importance of Being Earnest,15000000,8378141,8667209
5/21/1999,The Love Letter,15000000,8322608,9203182
5/5/2006,Hoot,15000000,8117637,8224998
11/6/2015,Trumbo,15000000,7857741,13300181
2/8/2008,In Bruges,15000000,7800825,34533783
1/4/2013,Promised Land,15000000,7597898,12394562
10/8/2001,Mulholland Drive,15000000,7219578,20780568
6/7/2018,Hotel Artemis,15000000,6708137,13316627
8/20/2008,The Rocker,15000000,6409528,8767338
8/21/2009,Post Grad,15000000,6382178,6563402
6/19/2009,Whatever Works,15000000,5306706,35106706
7/19/2000,The In Crowd,15000000,5217498,5217498
12/14/2005,Los tres entierros de Melquiades Estrada,15000000,5027684,13454474
9/24/1999,Jakob the Liar,15000000,4956401,4956401
9/28/2007,Se jie,15000000,4604982,65167430
1/21/2011,The Company Men,15000000,4444612,4569967
10/21/2005,Kiss Kiss Bang Bang,15000000,4235837,16829464
4/30/1999,Idle Hands,15000000,4023741,4024142
10/29/2015,Scouts Guide to the Zombie Apocalypse,15000000,3703046,15554855
1/26/2007,Blood and Chocolate,15000000,3526588,6551310
9/22/2010,You Will Meet a Tall Dark Stranger,15000000,3247816,38535748
10/23/2015,Rock the Kasbah,15000000,3020665,3386153
12/4/2015,Chi-raq,15000000,2653031,2733397
9/15/2010,Never Let Me Go,15000000,2434652,11173718
9/9/2016,The Disappointments Room,15000000,2423467,3503761
12/25/2003,The Company,15000000,2281585,3393606
7/18/2008,Transsiberian,15000000,2203641,6379575
10/22/1999,Crazy in Alabama,15000000,1954202,1954202
1/17/1986,The Clan of the Cave Bear,15000000,1953732,1953732
2/3/2017,The Comedian,15000000,1658706,1658706
3/14/2008,Funny Games,15000000,1294640,8200127
6/2/2006,Banlieue 13,15000000,1200216,11599903
11/12/1999,Felicia's Journey,15000000,824295,1970268
1/1/2002,Metropolis,15000000,673414,1405032
8/27/2015,Cìkè Niè Yinniáng,15000000,632542,11279884
12/1/1995,Things to Do in Denver when You're Dead,15000000,529766,529766
4/26/2013,The Reluctant Fundamentalist,15000000,528731,528731
2/6/2004,The Return,15000000,501752,5953886
7/18/2003,Buffalo Soldiers,15000000,353743,1768976
4/25/2003,Steal,15000000,220944,240025
8/27/2010,Centurion,15000000,123570,7885048
10/23/2009,Ong-Bak 2,15000000,102458,7583050
10/12/1996,Silent Trigger,15000000,76382,76382
8/1/2008,Midnight Meat Train,15000000,73548,1590246
9/6/2013,Winnie Mandela,15000000,61847,61847
11/4/2011,The Son of No One,15000000,30680,1148578
10/25/2002,All the Queen's Men,15000000,22723,22723
10/5/2007,The Good Night,15000000,22441,22441
10/11/2013,Khumba,15000000,0,20898221
5/4/2012,A Few Best Men,15000000,0,17224539
10/10/2014,Autómata,15000000,0,6775458
12/3/2015,Chiamatemi Francesco - Il papa della gente,15000000,0,3925769
,Bathory,15000000,0,3436763
2/5/2010,San suk si gin,15000000,0,2013340
12/12/2018,Roma,15000000,0,1109544
10/6/2005,Dungeons & Dragons 2: The Elemental Might,15000000,0,909822
2/17/2017,In Dubious Battle,15000000,0,214182
7/23/2021,Midnight in the Switchgrass,15000000,0,97518
4/10/2015,Broken Horses,15000000,0,3471
6/29/2001,Pandaemonium,15000000,0,1438
2/12/1993,Groundhog Day,14600000,71097843,71112677
7/1/2015,Magic Mike XXL,14500000,66013057,123580421
11/1/1996,Romeo+Juliet,14500000,46338728,147542381
7/22/2011,Elle s'appelait Sarah,14500000,7691700,25480031
8/22/2014,Freedom,14500000,0,872757
8/7/1992,Unforgiven,14400000,101157447,159157447
1/27/2006,Manderlay,14200000,74205,543306
3/23/1990,Pretty Woman,14000000,178406268,432566361
9/18/1987,Fatal Attraction,14000000,156645693,320100000
11/12/2008,Slumdog Millionaire,14000000,141330703,383825427
12/17/1974,Towering Inferno,14000000,116000000,139700000
5/25/1988,Crocodile Dundee 2,14000000,109306210,239606210
12/20/1989,Born on the Fourth of July,14000000,70001698,70001698
10/1/1993,Cool Runnings,14000000,68856263,155008909
1/12/2007,Stomp the Yard,14000000,61356221,75525718
1/16/2009,My Bloody Valentine,14000000,51545952,102836002
8/31/2012,The Possession,14000000,49130588,82925064
10/22/1982,First Blood,14000000,47212904,125212904
7/13/1977,The Spy Who Loved Me,14000000,46800000,185400000
4/12/2019,Breakthrough,14000000,40713082,49231674
9/25/1998,Urban Legend,14000000,38116707,72571864
12/9/1981,Taps,14000000,35856053,35856053
2/24/2012,Tyler Perry's Good Deeds,14000000,35025791,35579177
1/18/1991,White Fang,14000000,34729091,34729091
12/21/1988,Dangerous Liaisons,14000000,34700000,34700000
10/18/2019,Jojo Rabbit,14000000,33370906,87068472
10/8/1999,Superstar,14000000,30628981,30628981
1/13/2012,The Iron Lady,14000000,29959436,115592104
7/23/1993,Poetic Justice,14000000,27450453,27450453
10/4/2002,Jonah: A VeggieTales Movie,14000000,25571351,25608779
3/8/2002,All About the Benjamins,14000000,25482931,25873145
6/17/1977,Exorcist II: The Heretic,14000000,25011000,25011000
3/12/2010,Our Family Wedding,14000000,20255281,21410546
10/27/1995,Vampire in Brooklyn,14000000,19637147,19637147
5/5/2006,An American Haunting,14000000,16298046,30443277
8/22/2003,My Boss's Daughter,14000000,15549702,15565357
8/7/2009,A Perfect Getaway,14000000,15515460,22815460
10/25/1996,Thinner,14000000,15171475,15171475
8/21/1998,Dead Man on Campus,14000000,15064948,15064948
5/14/1999,Tea with Mussolini,14000000,14395874,14395874
6/22/1977,New York New York,14000000,13800000,13800000
4/26/2002,Jason X,14000000,13121555,16951798
5/13/1994,Crooklyn,14000000,13024170,13024170
3/16/2007,I Think I Love My Wife,14000000,12559771,13205411
2/20/2015,Hot Tub Time Machine 2,14000000,12314651,12826644
4/12/2019,After,14000000,12138565,58090525
11/17/2006,Bobby,14000000,11242801,20597806
2/2/2001,Head Over Heels,14000000,10397365,10397365
10/26/2012,Fun Size,14000000,9409538,11166615
4/23/1999,Lost and Found,14000000,6552255,6552255
11/30/2007,Le Scaphandre et le Papillon,14000000,5990075,22754472
10/6/2006,Little Children,14000000,5463019,14121177
4/21/2000,Gossip,14000000,5108820,12591270
3/26/1999,A Walk on the Moon,14000000,4741987,4741987
12/26/2014,Suffragette,14000000,4702420,37888043
10/27/2006,Catch a Fire,14000000,4299773,5782198
10/31/2014,Mr. Turner,14000000,3958546,25187026
9/7/2001,Soul Survivors,14000000,3100650,4288246
5/22/2009,Easy Virtue,14000000,2656784,20537741
3/31/1995,Jefferson in Paris,14000000,2461628,2461628
8/6/2010,Flipped,14000000,1755212,4294635
1/1/1978,Caravans,14000000,1000000,1000000
6/25/2010,Les herbes folles,14000000,403952,1903952
1/24/2003,Amen,14000000,274299,274299
9/26/2008,The Lucky Ones,14000000,266967,266967
9/30/2011,Margaret,14000000,47185,623292
7/25/2014,The Salvation,14000000,43318,2947737
8/3/2012,Reign of Assassins,14000000,0,11354230
12/9/2005,Brokeback Mountain,13900000,83043761,176980863
7/1/1995,Clueless,13700000,56598476,57956568
,Cah,13700000,0,11738256
3/30/1990,Teenage Mutant Ninja Turtles,13500000,135265915,202000000
10/5/2056,The Ten Commandments,13500000,85400591,85433929
12/16/1973,Papillon,13500000,53267000,53292989
4/20/2018,Super Troopers 2,13500000,30617396,31575635
11/8/2002,Far From Heaven,13500000,15901849,29027914
10/12/2012,Seven Psychopaths,13500000,15024049,33035736
11/22/2000,Quills,13500000,7060876,11732088
1/29/1982,The Border,13500000,6118683,6118683
2/18/2005,Der Untergang,13500000,5501940,93631744
3/2/2001,The Caveman's Valentine,13500000,687081,892506
4/1/2011,The Last Godfather,13400000,164247,164247
3/14/2014,Under the Skin,13300000,2614251,7229933
12/17/2004,Mar adentro,13300000,2086345,39686345
9/12/2014,No Good Deed,13200000,52543632,54323210
12/19/2019,Pinocchio,13200000,1831718,25995655
12/23/1987,Good Morning Vietnam,13000000,123922370,123922370
12/3/2010,Black Swan,13000000,106954678,331266710
1/12/2001,Save the Last Dance,13000000,91038276,122244329
2/11/2011,Justin Bieber: Never Say Never,13000000,73013910,99034125
7/4/2018,The First Purge,13000000,69488745,137054597
3/16/2016,Miracles from Heaven,13000000,61705123,73814432
2/11/2000,Snow Day,13000000,60008303,62452927
1/23/2004,The Butterfly Effect,13000000,57924679,95638592
12/11/1974,The Godfather: Part II,13000000,57300000,57300000
6/23/2016,The Shallows,13000000,55121623,118763442
7/17/1987,RoboCop,13000000,53424681,53425390
8/19/1988,A Nightmare on Elm Street 4: The Dream Master,13000000,49369899,49369899
11/21/2007,This Christmas,13000000,49121934,49733545
2/14/2014,About Last Night,13000000,48637684,50445860
12/15/2000,Dude Where's My Car?,13000000,46729374,73180297
8/12/1988,Young Guns,13000000,44726644,44726644
10/10/2014,St. Vincent,13000000,44137712,54837234
7/2/2014,Earth to Echo,13000000,38934842,42174545
3/31/1999,10 Things I Hate About You,13000000,38177966,60413950
5/10/2002,The New Guy,13000000,28972187,28972187
2/5/1993,Loaded Weapon 1,13000000,27979399,27979399
3/12/1999,Baby Geniuses,13000000,27151490,27151490
4/24/1998,The Big Hit,13000000,27066941,27066941
11/9/1990,Child's Play 2,13000000,26904572,34166572
7/10/1996,Harriet the Spy,13000000,26570048,26570048
3/1/2013,21 and Over,13000000,25682380,42195766
11/21/2007,The Mist,13000000,25593755,57189408
1/21/2015,Ex Machina,13000000,25440971,38358392
10/29/1999,Being John Malkovich,13000000,22858926,32382381
9/7/2001,Two Can Play That Game,13000000,22235901,22391450
3/11/2016,Eye in the Sky,13000000,18704596,35402802
3/22/2013,Admission,13000000,18007317,18733666
9/20/2012,The Perks of Being a Wallflower,13000000,17742948,33069303
6/29/2001,crazy/beautiful,13000000,16929123,19929123
8/28/1998,54,13000000,16757163,16757163
10/16/2015,Room,13000000,14677674,36311350
10/16/2015,Woodlawn,13000000,14394097,14403891
12/20/2006,Letters from Iwo Jima,13000000,13756082,67867998
